"帳票名","仕訳日記帳"
"書式名","汎用形式"
"事業所名","㈱コムテックエンタープライズ"
"処理日時","2026/09/09","14:05:26"
"検索条件",""
"集計期間","2025/07/01","2026/06/30","決算仕訳を含む"
"当日仕訳","NO"
"[表題行]","日付","伝票No.","決算","調整","付箋1","付箋2","タイプ","生成元","借方勘定科目","借方補助科目","借方部門","借方税区分","借方税計算区分","借方金額","借方税額","貸方勘定科目","貸方補助科目","貸方部門","貸方税区分","貸方税計算区分","貸方金額","貸方税額","摘要","請求書区分","仕入税額控除","期日","番号","仕訳メモ","作業日付","仕訳番号"
"[明細行]","2026/04/17",,"","NO","","","","","旅費交通費","","","課対仕入10%","",2200,,"小口現金","","","対象外","",2200,,"オレンジパーク","","","",,"","2026/08/21",27974
"[日次合計行]","","","","","","","","","","","","","",3850,0,"","","","","",3850,0,"","","","","","","",""
"[明細行]","2026/04/18",,"","NO","","","","","租税公課","","","対象外","",300,,"小口現金","","","対象外","",300,,"印鑑証明書","","","",,"","2026/08/21",27971
"[日次合計行]","","","","","","","","","","","","","",300,0,"","","","","",300,0,"","","","","","","",""
"[明細行]","2026/04/20",,"","NO","","","","[CSV]","支払手数料","","","課対仕入10%","",5060,,"普通　三菱UFJ銀行","","","対象外","",5060,,"BZ手数料　月分","","","",,"","2026/08/12",25739
"[明細行]","2026/04/20",,"","NO","","","","[CSV]","支払手数料","","","課対仕入10%","",3784,,"普通　三菱UFJ銀行","","","対象外","",3784,,"振込手数料　月分","","","",,"","2026/08/12",25740
"[明細行]","2026/04/20",,"","NO","","","","[CSV]","現金","","","対象外","",50000,,"普通　三菱UFJ銀行","","","対象外","",50000,,"カードＣ２","","","",,"","2026/08/12",26863
"[明細行]","2026/04/20",,"","NO","","","","[CSV]","支払手数料","","","課対仕入10%","",220,,"普通　三菱UFJ銀行","","","対象外","",220,,"手数料","","","",,"","2026/08/12",25742
"[明細行]","2026/04/20",,"","NO","","","","","旅費交通費","","","課対仕入10%","",4860,,"小口現金","","","対象外","",4860,,"JR東海代　","","","",,"","2026/08/21",27966
"[日次合計行]","","","","","","","","","","","","","",63924,0,"","","","","",63924,0,"","","","","","","",""
"[明細行]","2026/04/21",,"","NO","","","","[CSV]","普通　三菱UFJ銀行","","","対象外","",2000000,,"貸付金","","","対象外","",2000000,,"ナガオ　トモハル","","","",,"","2026/08/12",26835
"[日次合計行]","","","","","","","","","","","","","",2000000,0,"","","","","",2000000,0,"","","","","","","",""
"[明細行]","2026/04/22",,"","NO","","","","[CSV]","保険料","","","対象外","",15000,,"普通　三菱UFJ銀行","","","対象外","",15000,,"ナゴヤカイギシヨ　キ","","","",,"","2026/08/12",25744
"[明細行]","2026/04/22",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",294562,,"普通　三菱UFJ銀行","","","対象外","",294562,,"ソウゴウフリコミ　MSDN　社内ソフト代　サブスク　R8.04～R9.03","","","",,"","2026/08/23",28159
"[明細行]","2026/04/22",,"","NO","","","","","前払費用","","","対象外","",220921,,"消耗品費","","","課対仕入10%","",220921,,"ソウゴウフリコミ　MSDN　社内ソフト代　サブスク　R8.07～R9.03","","","",,"","2026/08/23",28160
"[日次合計行]","","","","","","","","","","","","","",530483,0,"","","","","",530483,0,"","","","","","","",""
"[明細行]","2026/04/23",,"","NO","","","","[CSV]","事務用品費","","","課対仕入10%","",1100,,"普通　三菱UFJ銀行","","","対象外","",1100,,"ＳＭＢＣ（コニカミノルタ　3月分","","","",,"","2026/08/15",27162
"[明細行]","2026/04/23",,"","NO","","","","[CSV]","複合","","","対象外","",1157413,,"普通　三菱UFJ銀行","","","対象外","",1157413,,"キユウヨフリコミ　　　　ＢＩＺ","","","",,"","2026/08/12",25747
"[明細行]","2026/04/23",,"","NO","","","","","役員報酬","","","対象外","",400000,,"複合","","","対象外","",400000,,"給与　4月分","","","",,"","2026/08/12",26744
"[明細行]","2026/04/23",,"","NO","","","","","[製]給料手当","","","対象外","",1000000,,"複合","","","対象外","",1000000,,"給与　4月分","","","",,"","2026/08/12",26745
"[明細行]","2026/04/23",,"","NO","","","","","旅費交通費","","","課対仕入10%","",37000,,"複合","","","対象外","",37000,,"交通費","","","",,"","2026/08/12",26734
"[明細行]","2026/04/23",,"","NO","","","","","複合","","","対象外","",81307,,"法定福利費","","","対象外","",81307,,"健康保険","","","",,"","2026/08/12",26742
"[明細行]","2026/04/23",,"","NO","","","","","複合","","","対象外","",132675,,"法定福利費","","","対象外","",132675,,"厚生年金","","","",,"","2026/08/12",26736
"[明細行]","2026/04/23",,"","NO","","","","","複合","","","対象外","",5185,,"[製]法定福利費","","","対象外","",5185,,"雇用保険料","","","",,"","2026/08/12",26750
"[明細行]","2026/04/23",,"","NO","","","","","複合","","","対象外","",24720,,"預り金","源泉所得税","","対象外","",24720,,"給与　4月分　源泉税","","","",,"","2026/08/12",26746
"[明細行]","2026/04/23",,"","NO","","","","","複合","","","対象外","",15500,,"預り金②","名古屋市","","対象外","",15500,,"給与　4月分　住民税　名古屋市","","","",,"","2026/08/12",26747
"[明細行]","2026/04/23",,"","NO","","","","","複合","","","対象外","",10500,,"預り金②","一宮市","","対象外","",10500,,"給与　4月分　住民税　一宮市","","","",,"","2026/08/12",26748
"[明細行]","2026/04/23",,"","NO","","","","","複合","","","対象外","",9700,,"預り金②","刈谷市","","対象外","",9700,,"給与　4月分　住民税　刈谷氏","","","",,"","2026/08/12",26749
"[明細行]","2026/04/23",,"","NO","","","","","消耗品費","","","課対仕入10%","",120,,"現金","","","対象外","",120,,"備品購入　横山","","","",,"","2026/08/17",27557
"[日次合計行]","","","","","","","","","","","","","",2875220,0,"","","","","",2875220,0,"","","","","","","",""
"[明細行]","2026/04/24",,"","NO","","","","","支払手数料","","","課対仕入10%","",200,,"普通　三井住友銀行","","","対象外","",200,,"融資関係手数料","","","",,"","2026/08/13",26894
"[明細行]","2026/04/24",,"","NO","","","","","支払手数料","不課税","","対象外","",632,,"普通　三井住友銀行","","","対象外","",632,,"保証料　県","","","",,"","2026/08/21",27832
"[日次合計行]","","","","","","","","","","","","","",832,0,"","","","","",832,0,"","","","","","","",""
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","保険料","","","対象外","",4025,,"普通　三菱UFJ銀行","","","対象外","",4025,,"アフラツクＡＰＳ","","","",,"","2026/08/12",25748
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","保険料","","","対象外","",9170,,"普通　三菱UFJ銀行","","","対象外","",9170,,"ＤＦ．オリツクスセイメイ","","","",,"","2026/08/12",25749
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","楽天カード","","","対象外","",173024,,"普通　三菱UFJ銀行","","","対象外","",173024,,"ラクテンカ－ドサ－ビ","","","",,"","2026/08/12",25750
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","交際費","","","課対仕入10%","",4600,,"楽天カード","","","対象外","",4600,,"ﾐﾁﾉｴｷ ﾂｶﾜｹﾞ","","","",,"","2026/08/12",26326
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",2970,,"楽天カード","","","対象外","",2970,,"さくらインターネット","","","",,"","2026/08/12",26327
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",1000,,"楽天カード","","","対象外","",1000,,"ｱｲﾎﾟｽﾊﾟ-ｷﾝｸﾞ","","","",,"","2026/08/12",26328
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",1966,,"楽天カード","","","対象外","",1966,,"ヤクルト届けてネット（名古屋）","","","",,"","2026/08/12",26329
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",2940,,"楽天カード","","","対象外","",2940,,"AMAZON.CO.JP","","","",,"","2026/08/12",26330
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",450,,"楽天カード","","","対象外","",450,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26331
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","交際費","","","課対仕入10%","",3256,,"楽天カード","","","対象外","",3256,,"楽天ＳＰ  デニーズ","","","",,"","2026/08/12",26332
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","貸付金","","","対象外","",40,,"楽天カード","","","対象外","",40,,"ｵｱｼｽﾁﾖｳｻﾞｲﾔﾂｷﾖｸ ﾅ","","","",,"","2026/08/12",26333
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","貸付金","","","対象外","",2460,,"楽天カード","","","対象外","",2460,,"ﾅｺﾞﾔｴｷｻｲｶｲﾋﾞﾖｳｲﾝ","","","",,"","2026/08/12",26334
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",329,,"楽天カード","","","対象外","",329,,"楽天ＳＰ  ファーマライズアプリ","","","",,"","2026/08/12",26335
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",449,,"楽天カード","","","対象外","",449,,"楽天ＳＰ  ローソンアプリ","","","",,"","2026/08/12",26336
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",194,,"楽天カード","","","対象外","",194,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26337
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",2410,,"楽天カード","","","対象外","",2410,,"楽天ＳＰ  丸亀製麺アプリ","","","",,"","2026/08/12",26338
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",809,,"楽天カード","","","対象外","",809,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26339
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",2900,,"楽天カード","","","対象外","",2900,,"GOOGLE PLAY JAPAN","","","",,"","2026/08/23",28128
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",611,,"楽天カード","","","対象外","",611,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26341
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",450,,"楽天カード","","","対象外","",450,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26342
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",280,,"楽天カード","","","対象外","",280,,"楽天ＳＰ  スガキコシステムズアプリ","","","",,"","2026/08/12",26343
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",1966,,"楽天カード","","","対象外","",1966,,"ヤクルト届けてネット（名古屋）","","","",,"","2026/08/12",26344
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",450,,"楽天カード","","","対象外","",450,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26345
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",1800,,"楽天カード","","","対象外","",1800,,"ﾒｲﾃﾂｷﾖｳｼﾖｳﾊﾟ-ｷﾝｸﾞ","","","",,"","2026/08/12",26346
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",259,,"楽天カード","","","対象外","",259,,"楽天ＳＰ  楽天ペイセブン－イレブン","","","",,"","2026/08/12",26347
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",192,,"楽天カード","","","対象外","",192,,"楽天ＳＰ  ローソンアプリ","","","",,"","2026/08/12",26348
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",450,,"楽天カード","","","対象外","",450,,"楽天ＳＰ  ローソンアプリ","","","",,"","2026/08/12",26349
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",213,,"楽天カード","","","対象外","",213,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26350
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",1400,,"楽天カード","","","対象外","",1400,,"楽天ＳＰ  ＭＡＹパーク丸の内","","","",,"","2026/08/12",26351
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",560,,"楽天カード","","","対象外","",560,,"楽天ＳＰ  ユニモールアプリ","","","",,"","2026/08/23",28129
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",450,,"楽天カード","","","対象外","",450,,"楽天ＳＰ  楽天ペイセブン－イレブン","","","",,"","2026/08/12",26353
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",140,,"楽天カード","","","対象外","",140,,"楽天ＳＰ  楽天ペイセブン－イレブン","","","",,"","2026/08/12",26354
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",16017,,"楽天カード","","","対象外","",16017,,"ｿﾌﾄﾊﾞﾝｸM(02ｶﾞﾂ)","","","",,"","2026/08/12",26355
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","水道光熱費","","","課対仕入10%","",29302,,"楽天カード","","","対象外","",29302,,"ｿﾌﾄﾊﾞﾝｸﾃﾞﾝｷ","","","",,"","2026/08/12",26356
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",2590,,"楽天カード","","","対象外","",2590,,"AMAZON.CO.JP","","","",,"","2026/08/12",26357
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",450,,"楽天カード","","","対象外","",450,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26358
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",700,,"楽天カード","","","対象外","",700,,"楽天ＳＰ  ＭＡＹパーク丸の内","","","",,"","2026/08/12",26359
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",990,,"楽天カード","","","対象外","",990,,"AMAZON.CO.JP","","","",,"","2026/08/12",26360
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",1750,,"楽天カード","","","対象外","",1750,,"楽天ＳＰ  楽天ペイ・ウエルシアグループ","","","",,"","2026/08/12",26361
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",890,,"楽天カード","","","対象外","",890,,"ﾈｯﾄﾌﾘｯｸｽ","","","",,"","2026/08/12",26362
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",1900,,"楽天カード","","","対象外","",1900,,"ﾒｲﾃﾂｷﾖｳｼﾖｳﾊﾟ-ｷﾝｸﾞ","","","",,"","2026/08/12",26363
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",549,,"楽天カード","","","対象外","",549,,"楽天ＳＰ  サガミレストランツアプリ","","","",,"","2026/08/12",26364
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",751,,"楽天カード","","","対象外","",751,,"楽天ＳＰ  ローソンアプリ","","","",,"","2026/08/12",26365
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",130,,"楽天カード","","","対象外","",130,,"楽天ＳＰ  ローソンアプリ","","","",,"","2026/08/12",26366
"[明細行]","2026/04/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",1966,,"楽天カード","","","対象外","",1966,,"ヤクルト届けてネット（名古屋）","","","",,"","2026/08/12",26367
